0.0,7.0,100.0
0.0,14.0,108.0
1.0,20.0,116.0
2.0,26.0,124.0
3.0,33.0,132.0
4.0,39.0,140.0
6.0,46.0,148.0
8.0,52.0,155.0
10.0,58.0,162.0
12.0,65.0,169.0
15.0,71.0,175.0
18.0,77.0,181.0
20.0,84.0,186.0
23.0,90.0,192.0
26.0,96.0,196.0
29.0,102.0,200.0
33.0,108.0,204.0
36.0,114.0,207.0
41.0,121.0,210.0
47.0,128.0,213.0
54.0,135.0,216.0
62.0,142.0,219.0
71.0,150.0,222.0
80.0,158.0,225.0
90.0,165.0,228.0
100.0,173.0,230.0
110.0,180.0,233.0
121.0,188.0,235.0
132.0,195.0,238.0
142.0,202.0,240.0
153.0,209.0,242.0
164.0,216.0,244.0
174.0,222.0,246.0
184.0,228.0,248.0
193.0,234.0,249.0
202.0,238.0,251.0
210.0,243.0,252.0
217.0,247.0,253.0
223.0,250.0,254.0
229.0,252.0,254.0
233.0,254.0,255.0
236.0,255.0,255.0
238.0,255.0,255.0
239.0,254.0,252.0
241.0,253.0,246.0
242.0,252.0,238.0
244.0,250.0,228.0
245.0,247.0,216.0
246.0,244.0,203.0
247.0,241.0,188.0
249.0,238.0,172.0
250.0,234.0,155.0
251.0,229.0,138.0
252.0,225.0,120.0
253.0,220.0,103.0
253.0,215.0,86.0
254.0,210.0,70.0
255.0,205.0,55.0
255.0,200.0,41.0
256.0,195.0,29.0
256.0,189.0,18.0
257.0,184.0,10.0
257.0,178.0,4.0
257.0,173.0,1.0
257.0,168.0,0.0
254.0,162.0,0.0
248.0,154.0,0.0
239.0,146.0,0.0
229.0,137.0,0.0
216.0,128.0,0.0
201.0,117.0,0.0
186.0,107.0,0.0
169.0,96.0,0.0
151.0,86.0,0.0
133.0,75.0,0.0
115.0,64.0,0.0
97.0,54.0,0.0
80.0,45.0,0.0
63.0,36.0,0.0
48.0,27.0,0.0
34.0,20.0,0.0
23.0,14.0,0.0
13.0,9.0,0.0
6.0,5.0,0.0
1.0,3.0,0.0
0.0,2.0,0.0
0.0,2.0,1.0
0.0,2.0,3.0
0.0,2.0,7.0
0.0,2.0,12.0
0.0,2.0,18.0
0.0,2.0,25.0
0.0,3.0,33.0
0.0,3.0,41.0
0.0,3.0,51.0
0.0,4.0,60.0
0.0,4.0,70.0
0.0,5.0,80.0
0.0,6.0,90.0
0.0,7.0,100.0
